%PORTABLE_PROF_ASCN_SYSTEM%
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172483;;;138;2085;0;0661-000000000172483;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172484;;;138;2085;0;0661-000000000172484;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172485;;;138;2085;0;0661-000000000172485;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172486;;;138;2085;0;0661-000000000172486;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172487;;;138;2085;0;0661-000000000172487;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172488;;;138;2085;0;0661-000000000172488;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172489;;;138;2085;0;0661-000000000172489;;;Беловолова ЮМ
%DATA%1-84/14375;200762;1;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";7348;м-н "Перекресток" Богородский;6128;г. Ногинск, ул III Интернационала, д.62;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172490;;;138;2085;0;0661-000000000172490;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172539;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172539;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172540;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172540;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172541;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172541;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172542;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172542;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172543;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172543;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172544;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172544;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172545;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172545;;;Беловолова ЮМ
%DATA%1-84/14437;200868;0;2085;АО "Торговый дом "ПЕРЕКРЕСТОК";35279;ЦФ СМ Старая Купавна (Старая Купавна);23713;г. Старая Купавна, ш Акрихиновское, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-30;2999-12-31;661;DIGI SM-100;000000000172546;$$$ Старая Купавна, Акрихиновское ш, 12, ТЦ Купавна $$$;;138;2085;0;0661-000000000172546;;;Беловолова ЮМ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901639567;;;1237;7255;1;0044-00106901639567;;;Кузнецова АГ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901646903;;;1237;7255;1;0044-00106901646903;;;Кузнецова АГ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901654294;;;1237;7255;1;0044-00106901654294;;;Кузнецова АГ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151443;;;1237;7255;0;1457-000000000151443;;;Кузнецова АГ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151444;;;1237;7255;0;1457-000000000151444;;;Кузнецова АГ
%DATA%1-84/14395;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151445;;;1237;7255;0;1457-000000000151445;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901639567;;;1237;7255;1;0044-00106901639567;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901646903;;;1237;7255;1;0044-00106901646903;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;44;АТОЛ 77Ф;00106901654294;;;1237;7255;1;0044-00106901654294;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151443;;;1237;7255;0;1457-000000000151443;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151444;;;1237;7255;0;1457-000000000151444;;;Кузнецова АГ
%DATA%1-84/14396;198423;0;7255;"Сатурн" ООО;22718;Дочки и сыночки Коломна Восстания (006);5746;г. Коломна, пл Восстания, д.7;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;1457;CheckWay POS 77;000000000151445;;;1237;7255;0;1457-000000000151445;;;Кузнецова АГ
%DATA%1-84/14438;200177;1;2654;"Кораблик-Р" ООО;4502;м-н "Кораблик";3849;г. Ногинск, ул Декабристов, д.5А;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-29;2018-11-29;54;СП802-Ф;02005002071;;;1448;2654;1;0054-02005002071;;;Ильина ЕГ
%DATA%1-84/14438;200177;1;2654;"Кораблик-Р" ООО;4502;м-н "Кораблик";3849;г. Ногинск, ул Декабристов, д.5А;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-29;2018-11-29;54;СП802-Ф;02005002828;;;1448;2654;1;0054-02005002828;;;Ильина ЕГ
%DATA%1-84/14439;200201;0;2654;"Кораблик-Р" ООО;15429;м-н "Кораблик";12055;г. Старая Купавна, ул Кирова, д.19;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-29;2018-11-29;54;СП802-Ф;02005004314;;;1448;2654;1;0054-02005004314;;;Ильина ЕГ
%DATA%1-84/14439;200201;0;2654;"Кораблик-Р" ООО;15429;м-н "Кораблик";12055;г. Старая Купавна, ул Кирова, д.19;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-29;2018-11-29;54;СП802-Ф;02005004371;;;1448;2654;1;0054-02005004371;;;Ильина ЕГ
%DATA%1-84/14440;200212;0;2654;"Кораблик-Р" ООО;32573;м-н "Кораблик";21863;г. Шатура, ул Спортивная, д.2;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-08;2018-11-08;54;СП802-Ф;02005004401;;;1448;2654;1;0054-02005004401;;;Ильина ЕГ
%DATA%1-84/14440;200212;0;2654;"Кораблик-Р" ООО;32573;м-н "Кораблик";21863;г. Шатура, ул Спортивная, д.2;1275;Рыжков РА;2018-11-07;2999-12-31;2018-11-08;2018-11-08;54;СП802-Ф;02005004460;;;1448;2654;1;0054-02005004460;;;Ильина ЕГ
%DATA%1-84/14409;198720;1;2096;"Евротрейд" ООО;3132;м-н "Авто-49";2495;г. Коломна, ул Яна Грунта, д.18;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;54;СП802-Ф;02005002506;;;1237;2096;1;0054-02005002506;;;Кузнецова АГ
%DATA%1-84/14409;198720;1;2096;"Евротрейд" ООО;3132;м-н "Авто-49";2495;г. Коломна, ул Яна Грунта, д.18;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;54;СП802-Ф;02005002628;;;1237;2096;1;0054-02005002628;;;Кузнецова АГ
%DATA%1-84/14394;198761;1;795;"ДИКСИ Юг" АО;31830;м-н "Дикси" 90220;21334;г. Коломна, Окский пр-т, д.33;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000138461;;;1512;795;0;0350-000000000138461;;;Слепак КА
%DATA%1-84/14423;198791;0;795;"ДИКСИ Юг" АО;17609;м-н "Дикси" № 50029;11020;г. Хотьково, ул 1-я Больничная, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000138104;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт) 89859774776 ВНИМАНИЕ: по этому адресу еще находится ДИКСИ 50836;;1512;795;0;0350-000000000138104;;;Слепак КА
%DATA%1-84/14377;198792;0;795;"ДИКСИ Юг" АО;17030;м-н "Дикси" № 50030;9643;Московская обл, Егорьеский р-он, дер. Саввино, ул Ново-Егорье д.3А;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000138019;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000138019;;;Слепак КА
%DATA%1-84/14403;198882;1;795;"ДИКСИ Юг" АО;3027;м-н "Дикси" № 50156;2412;г. Коломна, ул Ленина, д.67А;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136853;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136853;;;Слепак КА
%DATA%1-84/14398;198883;1;795;"ДИКСИ Юг" АО;3031;м-н "Дикси" № 50159;2416;г. Коломна, ул Астахова, д.11;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136855;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136855;;;Слепак КА
%DATA%1-84/14408;198884;1;795;"ДИКСИ Юг" АО;3029;м-н "Дикси" № 50161;2414;г. Коломна, ул Октябрьской революции, д.404;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136854;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136854;;;Слепак КА
%DATA%1-84/14397;198885;1;795;"ДИКСИ Юг" АО;3033;м-н "Дикси" № 50162;2418;г. Коломна, пл Двух Революций, д.1;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136856;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136856;;;Слепак КА
%DATA%1-84/14422;198918;1;795;"ДИКСИ Юг" АО;4457;м-н "Дикси" № 50208;3806;г. Рошаль, ул Советская д.22;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136889;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136889;;;Слепак КА
%DATA%1-84/14425;198922;1;795;"ДИКСИ Юг" АО;10858;м-н "Дикси" № 50213;3696;г. Черноголовка, Школьный б-р, д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137122;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137122;;;Слепак КА
%DATA%1-84/14427;198923;1;795;"ДИКСИ Юг" АО;4632;м-н "Дикси" № 50214;3965;г. Шатура, пр-т Ильича д.27;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136893;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136893;;;Слепак КА
%DATA%1-84/14391;198944;1;795;"ДИКСИ Юг" АО;10852;м-н "Дикси" № 50244;2405;г. Дрезна, ул Южная, д.10А;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137116;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137116;;;Слепак КА
%DATA%1-84/14389;198947;1;795;"ДИКСИ Юг" АО;9103;м-н "Дикси" № 50255;7221;Московская обл., Орехово-Зуевский р-он, пос. Давыдово, мкр-н 2-й, д.24;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000136943;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000136943;;;Слепак КА
%DATA%1-84/14383;198989;1;795;"ДИКСИ Юг" АО;9569;м-н "Дикси" № 50308;7564;Московская обл, Шатурский р-н, п. Шатураторф, ул Красные Ворота;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137001;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт) 8 (916) 923-07-60   8 (901) 550-15-22 ;;1512;795;0;0350-000000000137001;;;Слепак КА
%DATA%1-84/14388;199003;1;795;"ДИКСИ Юг" АО;10308;м-н "Дикси" № 50323;8160;Московская обл, Шатурский р-н, с/п Кривандинское, п-к ЦУС "МИР", д. 1В;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137075;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137075;;;Слепак КА
%DATA%1-84/14412;199006;1;795;"ДИКСИ Юг" АО;11193;м-н "Дикси" № 50326;7998;г. Красноармейск, ул Комсомольская, д.10;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137151;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137151;;;Слепак КА
%DATA%1-84/14411;199007;1;795;"ДИКСИ Юг" АО;11194;м-н "Дикси" № 50328;7762;г. Красноармейск, мкр-н Северный, д.2Б;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137152;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137152;;;Слепак КА
%DATA%1-84/14426;199009;1;795;"ДИКСИ Юг" АО;10864;м-н "Дикси" № 50330;7836;г. Черноголовка, ул Центральная, д.25;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137128;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137128;;;Слепак КА
%DATA%1-84/14385;199021;1;795;"ДИКСИ Юг" АО;10016;м-н "Дикси" № 50344;7911;Московская обл, Шатурский р-н, пос. Черусти, ул Вокзальная д.4;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137043;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137043;;;Слепак КА
%DATA%1-84/14386;199022;1;795;"ДИКСИ Юг" АО;10450;м-н "Дикси" № 50345;8276;Московская обл, Шатурский р-н, с. Дмитровский Погост, ул Рабочая, д. 2Б;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137084;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137084;;;Слепак КА
%DATA%1-84/14416;199024;1;795;"ДИКСИ Юг" АО;11197;м-н "Дикси" № 50347;8094;г. Краснозаводск, ул Театральная, д.1;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137155;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137155;;;Слепак КА
%DATA%1-84/14433;199041;1;795;"ДИКСИ Юг" АО;11874;м-н "Дикси" № 50367;9191;п. Монино, ул Комсомольская, д.4;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137254;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137254;;;Слепак КА
%DATA%1-84/14431;199047;1;795;"ДИКСИ Юг" АО;10449;м-н "Дикси" № 50373;8275;г. Шатура, ул Первомайская, д.17;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137083;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137083;;;Слепак КА
%DATA%1-84/14436;199083;0;795;"ДИКСИ Юг" АО;12596;м-н "Дикси" № 50414;9729;с. Рогачево, пл Осипова;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137348;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137348;;;Слепак КА
%DATA%1-84/14432;199107;0;795;"ДИКСИ Юг" АО;12636;м-н "Дикси" № 50443;9767;д. Огуднево, д.198;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137384;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137384;;;Слепак КА
%DATA%1-84/14406;199145;0;795;"ДИКСИ Юг" АО;14530;м-н "Дикси" № 50484;2413;г. Коломна, ул Октябрьской революции, д.301;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137814;Формат 5 (весы с печатью 1 шт напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137814;;;Слепак КА
%DATA%1-84/14381;199149;0;795;"ДИКСИ Юг" АО;13250;м-н "Дикси" № 50489;10343;Московская обл, Орехово-Зуевский р-н, п. Авсюнино, ул Ленина;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137602;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137602;;;Слепак КА
%DATA%1-84/14387;199153;0;795;"ДИКСИ Юг" АО;13252;м-н "Дикси" № 50493;10345;Московская обл, Шатурский р-н, с. Пышлицы;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137604;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137604;;;Слепак КА
%DATA%1-84/14421;199171;1;795;"ДИКСИ Юг" АО;11516;м-н "Дикси" № 50512;3991;г. Пересвет, ул Королева, д.10;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137188;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137188;;;Слепак КА
%DATA%1-84/14400;199186;1;795;"ДИКСИ Юг" АО;11725;м-н "Дикси" № 50535;9078;г. Коломна, ул Девичье поле, д.4А;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137241;Формат 5 (весы с печатью 1 шт напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137241;;;Слепак КА
%DATA%1-84/14379;199270;1;795;"ДИКСИ Юг" АО;9820;м-н "Дикси" № 50698;7770;Московская обл, Коломенский р-н, п. Радужный, пом.1;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137034;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137034;;;Слепак КА
%DATA%1-84/14378;199326;0;795;"ДИКСИ Юг" АО;12622;м-н "Дикси" № 50762;9753;Московская обл, Коломенский р-н, п. Пески, ул Советская д.12;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137370;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137370;;;Слепак КА
%DATA%1-84/14435;199378;0;795;"ДИКСИ Юг" АО;13576;м-н "Дикси" № 50820;10597;пос. им. Воровского, ул Воровского, д.10;1275;Рыжков РА;2018-11-07;2999-12-31;2999-12-31;2999-12-31;350;DIGI SM-300;000000000137734;Формат 4 (напольные весы - 1 шт контрольные/подключенные к POS весы - 7 шт);;1512;795;0;0350-000000000137734;;;Слепак КА
